crop_name,soil_type,season,temp_min,temp_max,ph_min,ph_max,rainfall_min,rainfall_max,water_need,duration_days,humidity_min,humidity_max,altitude_min,altitude_max,fertilizer_n,fertilizer_p,fertilizer_k,yield_ton_per_ha,profit_usd_per_ha,difficulty_level,country,location_field
Bottle Gourd,Clay,Spring,21,35,6.2,7.2,57,85,High,83,65,90,200,800,90,45,70,28.27,1587,Easy,Nepal,Ilam
Capsicum,Sandy,Spring,18,32,5.7,6.8,62,129,Medium,81,63,83,200,1000,110,55,90,14.21,2033,Medium,India,Haryana
Linseed,Peaty,Spring,11,27,6.2,7.0,43,42,Low,126,43,61,300,1000,60,30,30,1.14,524,Medium,Nepal,Morang
Guava,Red,Spring,22,37,5.5,7.6,93,146,Medium,189,52,82,200,1000,100,50,100,18.28,2641,Easy,India,Uttar Pradesh
Cardamom,Loamy,Summer,14,28,5.1,6.7,151,289,High,368,76,97,800,2000,100,50,100,0.4,5184,Hard,Asia,Indonesia
Coriander Seed,Silty,Summer,13,23,5.7,7.3,45,63,Medium,99,42,65,300,1000,60,30,40,0.66,777,Medium,Nepal,Gulmi
Spinach,Black,Spring,12,26,6.2,7.2,36,67,Medium,52,59,79,200,800,80,40,60,11.67,1625,Easy,Nepal,Kailali
Garlic,Clay,Winter,12,26,5.8,7.2,28,69,Medium,130,59,74,300,1200,120,60,80,10.85,2361,Hard,India,Haryana
Walnut,Clay,Winter,3,24,6.0,7.7,83,150,Medium,179,46,70,1500,3000,100,50,100,5.89,3082,Hard,Nepal,Mustang
Cowpea,Clay,Monsoon,26,34,6.1,7.8,40,100,Low,92,50,77,200,800,60,30,40,7.15,822,Easy,Nepal,Mustang
Cumin,Red,Monsoon,13,28,6.0,8.0,19,45,Low,124,30,55,300,1000,60,30,30,0.52,1176,Hard,India,Punjab
Drumstick,Sandy,Summer,25,42,6.0,7.7,46,82,Low,206,48,79,200,800,80,40,60,51.5,2677,Easy,Nepal,Jhapa
Jackfruit,Loamy,Winter,23,33,5.2,7.6,86,193,Medium,175,60,82,200,800,100,50,100,20.75,2035,Easy,Nepal,Gulmi
Coffee,Peaty,Winter,14,24,5.7,6.5,121,206,Medium,372,68,85,800,2000,120,60,100,1.76,2779,Hard,Nepal,Morang
Kodo Millet,Sandy,Summer,22,33,5.5,7.2,30,90,Low,83,43,67,400,1500,60,30,30,1.55,359,Medium,India,Tamil Nadu
Apple (Mustang),Alluvial,Autumn,7,26,5.8,6.9,94,132,Medium,239,60,80,2000,3500,50,30,70,14.77,5806,Hard,Nepal,Kaski
Cotton,Peaty,Winter,21,37,6.3,8.1,47,73,Low,184,42,64,200,600,100,50,100,2.93,1306,Medium,Asia,Vietnam
Rice (Jhum),Alluvial,Monsoon,20,33,5.3,7.2,130,182,Medium,114,69,83,500,1500,80,40,40,2.4,677,Hard,Nepal,Morang
Garlic,Sandy,Summer,10,25,5.8,7.3,24,96,Medium,118,52,79,300,1200,120,60,80,13.69,2745,Hard,India,Gujarat
Coffee,Peaty,Autumn,16,23,5.4,6.5,104,202,Medium,372,70,89,800,2000,120,60,100,1.37,2462,Hard,Nepal,Kailali
Foxtail Millet,Black,Autumn,22,37,5.9,7.6,48,100,Low,85,35,60,300,1200,60,30,30,1.23,269,Easy,Nepal,Chitwan
Red Chili,Black,Winter,21,34,5.9,7.3,43,109,Medium,117,55,79,300,1000,100,50,80,1.7,2115,Medium,Nepal,Kailali
Chili,Black,Summer,22,33,5.9,7.7,53,139,Medium,91,62,89,200,1000,100,50,80,10.47,1860,Medium,Nepal,Jhapa
Oats,Alluvial,Spring,10,23,5.8,7.1,71,121,Medium,96,54,76,500,1500,90,45,45,1.86,458,Medium,Nepal,Morang
Cumin,Loamy,Monsoon,17,28,6.2,8.2,26,22,Low,113,36,54,300,1000,60,30,30,0.5,1275,Hard,Nepal,Ilam
Castor,Clay,Monsoon,19,42,6.1,7.7,43,68,Low,173,31,58,200,800,80,40,40,1.43,665,Medium,Nepal,Dhankuta
Cowpea,Loamy,Monsoon,23,34,6.2,7.4,33,95,Low,97,52,70,200,800,60,30,40,6.13,727,Easy,India,Haryana
Millet (Pearl),Red,Monsoon,27,41,6.3,7.9,29,86,Low,85,28,59,200,800,60,30,30,1.64,298,Easy,Asia,Vietnam
Spinach,Laterite,Monsoon,11,27,5.9,7.5,33,80,Medium,53,55,76,200,800,80,40,60,11.11,1147,Easy,Nepal,Mustang
Coffee,Loamy,Spring,16,24,5.3,6.4,130,186,Medium,363,62,83,800,2000,120,60,100,1.55,3292,Hard,Nepal,Bara
Areca Nut,Black,Autumn,18,34,5.4,7.6,160,266,High,365,73,88,200,800,150,80,150,2.32,2884,Medium,Nepal,Dhankuta
Coffee (Arabica),Sandy,Summer,13,25,6.2,6.4,141,261,Medium,264,66,81,800,1600,60,40,80,1.04,2686,Hard,Asia,Sri Lanka
Apple (Mustang),Red,Autumn,7,25,5.4,7.2,64,111,Medium,216,59,84,2000,3500,50,30,70,13.23,2556,Hard,Asia,Sri Lanka
Jackfruit,Silty,Spring,25,36,5.3,7.6,106,201,Medium,178,65,80,200,800,100,50,100,21.92,2109,Easy,Nepal,Ilam
Drumstick,Black,Autumn,25,38,6.2,7.4,48,100,Low,191,52,80,200,800,80,40,60,51.96,2504,Easy,India,Himachal Pradesh
Fenugreek,Peaty,Autumn,12,30,5.9,7.3,19,75,Medium,32,54,72,200,800,60,30,40,7.95,768,Easy,Nepal,Chitwan
Orange,Laterite,Winter,16,34,5.5,7.5,98,218,Medium,180,65,81,500,1500,120,60,100,9.8,2888,Medium,India,Haryana
Guava,Red,Autumn,19,37,5.4,7.8,69,155,Medium,185,59,75,200,1000,100,50,100,21.37,2222,Easy,Nepal,Gulmi
Mustard Greens,Alluvial,Autumn,8,26,6.0,7.7,56,71,Medium,59,56,80,200,800,80,40,60,9.62,1309,Easy,Nepal,Jhapa
Lentil,Silty,Spring,13,27,5.8,7.5,12,49,Low,81,39,64,300,1000,50,25,30,0.98,677,Medium,Nepal,Ilam
Apple,Clay,Autumn,16,26,6.0,6.7,71,145,Medium,141,51,75,1500,3000,120,60,120,17.91,3030,Hard,Asia,Thailand
Red Kidney Bean,Red,Monsoon,16,23,6.3,6.8,70,106,Medium,119,65,83,500,1500,70,35,50,1.28,954,Hard,India,Andhra Pradesh
Turmeric,Black,Spring,20,28,4.3,7.3,153,258,High,267,71,92,0,1500,60,60,120,26.25,2488,Easy,Nepal,Bara
Mustard,Silty,Spring,8,24,5.8,7.6,60,86,Low,93,48,74,0,2000,60,40,40,1.21,939,Easy,Nepal,Morang
Cabbage,Alluvial,Winter,14,23,5.8,6.9,55,119,High,89,66,81,200,800,140,70,110,19.78,2572,Medium,Nepal,Sunsari
Brinjal,Sandy,Spring,20,35,6.1,7.2,60,130,Medium,102,61,88,200,800,120,60,100,22.18,3140,Medium,Asia,Indonesia
Millet (Finger),Silty,Monsoon,20,35,5.4,7.3,67,89,Low,84,39,73,500,1500,70,35,35,2.1,424,Medium,Nepal,Kaski
Cashew,Laterite,Winter,23,36,5.7,7.2,80,119,Low,241,60,79,200,800,80,40,60,1.68,2392,Medium,Asia,Bangladesh
Apple,Silty,Autumn,17,23,5.7,7.2,63,159,Medium,141,57,78,1500,3000,120,60,120,17.42,3274,Hard,India,Punjab
Brinjal,Clay,Autumn,18,35,5.9,7.3,79,107,Medium,93,60,88,200,800,120,60,100,25.25,3241,Medium,India,Gujarat
Bottle Gourd,Loamy,Summer,22,35,5.9,7.8,41,103,High,86,58,87,200,800,90,45,70,27.35,1573,Easy,India,Uttar Pradesh
Cardamom,Alluvial,Spring,17,32,4.9,6.8,166,294,High,366,72,98,800,2000,100,50,100,0.45,4924,Hard,Nepal,Bara
Cumin,Loamy,Autumn,17,29,5.8,8.2,38,38,Low,123,38,53,300,1000,60,30,30,0.72,996,Hard,Asia,Indonesia
Areca Nut,Loamy,Summer,19,33,5.5,7.5,144,231,High,359,68,95,200,800,150,80,150,2.22,2949,Medium,Nepal,Kaski
Cabbage,Loamy,Summer,16,24,6.1,6.8,36,108,High,70,69,88,200,800,140,70,110,16.24,2295,Medium,India,Assam
Mustard Greens,Peaty,Monsoon,12,26,5.8,7.8,31,76,Medium,70,57,77,200,800,80,40,60,8.95,1307,Easy,Asia,Sri Lanka
Pigeon Pea,Alluvial,Winter,18,37,6.0,7.4,37,76,Low,185,41,68,300,1000,60,30,40,1.02,571,Medium,Nepal,Jhapa
Castor,Silty,Summer,20,42,6.0,8.1,41,75,Low,189,38,61,200,800,80,40,40,1.49,508,Medium,Nepal,Mustang
Beetroot,Silty,Monsoon,10,25,6.2,7.2,27,93,Medium,73,60,71,200,1000,100,50,80,14.72,1794,Medium,Nepal,Morang
Coriander Seed,Black,Summer,17,23,5.8,7.3,45,61,Medium,90,44,65,300,1000,60,30,40,0.65,790,Medium,Nepal,Gulmi
Drumstick,Silty,Spring,27,40,6.1,7.4,36,87,Low,201,48,80,200,800,80,40,60,59.25,2717,Easy,Nepal,Gulmi
Rubber,Alluvial,Winter,27,34,5.2,7.2,164,299,High,361,73,95,200,800,100,50,100,1.84,2591,Medium,Nepal,Ilam
Finger Millet,Laterite,Summer,18,28,5.2,7.5,79,115,Low,95,50,77,500,2000,70,35,35,1.32,336,Medium,India,Uttar Pradesh
Strawberry,Red,Summer,14,26,5.8,7.1,40,111,Medium,81,68,89,500,1500,100,50,100,15.1,4002,Hard,Asia,Vietnam
Red Chili,Loamy,Spring,22,33,5.9,7.6,46,113,Medium,117,53,82,300,1000,100,50,80,1.67,1675,Medium,Nepal,Ilam
Papaya,Alluvial,Monsoon,20,36,6.1,7.6,66,147,Medium,262,62,84,200,800,150,80,150,38.84,4001,Easy,Nepal,Bara
Sorghum (Jowar),Black,Monsoon,26,38,6.1,8.3,53,85,Low,112,40,66,300,1000,80,40,40,1.62,528,Medium,Nepal,Morang
Oats,Peaty,Autumn,12,23,6.2,7.1,79,115,Medium,96,54,78,500,1500,90,45,45,2.1,396,Medium,Nepal,Sunsari
Pineapple,Silty,Spring,20,31,4.6,6.4,98,131,Medium,180,64,90,200,800,120,60,120,20.24,3079,Medium,Asia,Sri Lanka
Peas,Alluvial,Winter,10,23,5.7,7.6,55,79,Medium,66,62,85,300,1200,60,30,40,7.27,1275,Medium,Nepal,Sunsari
Apple (Mustang),Black,Autumn,4,27,5.7,6.9,85,116,Medium,198,60,76,2000,3500,50,30,70,9.99,2484,Hard,Asia,Thailand
Bottle Gourd,Laterite,Monsoon,21,34,6.1,7.6,44,100,High,89,56,86,200,800,90,45,70,28.94,1606,Easy,Nepal,Sindhupalchok
Pineapple,Black,Winter,22,32,4.3,6.3,66,134,Medium,174,63,86,200,800,120,60,120,27.4,2439,Medium,India,Punjab
Coffee (Arabica),Black,Monsoon,17,25,6.1,6.6,151,260,Medium,265,75,85,800,1600,60,40,80,1.3,2259,Hard,Nepal,Chitwan
Sesame,Clay,Summer,23,36,6.2,7.3,26,42,Low,99,44,65,200,800,60,30,30,0.82,451,Easy,Nepal,Ilam
Coconut,Silty,Winter,24,33,5.3,7.9,94,194,Medium,365,58,83,200,500,120,60,120,2.51,1996,Medium,Nepal,Sunsari
Lemon,Loamy,Summer,20,34,5.3,7.2,76,158,Medium,119,58,83,200,1000,100,50,80,15.01,1955,Easy,Nepal,Gulmi
Jute,Peaty,Winter,26,36,5.9,7.8,98,212,High,128,67,90,200,600,80,40,80,2.45,773,Medium,India,Uttar Pradesh
Potato,Peaty,Monsoon,15,27,5.3,6.4,30,80,Medium,74,58,86,500,2000,150,80,120,22.37,2078,Medium,India,Assam
Chickpea,Peaty,Autumn,14,23,6.1,7.6,26,41,Low,102,36,66,300,1000,60,30,40,1.2,672,Medium,Asia,Bangladesh
Coriander,Laterite,Summer,16,25,6.1,7.7,36,60,Medium,40,58,76,200,800,60,30,40,5.8,652,Easy,Asia,Sri Lanka
Mango,Sandy,Monsoon,26,35,5.6,7.5,69,165,Low,129,54,80,200,800,100,50,100,10.48,2235,Medium,Asia,Vietnam
Onion,Laterite,Summer,13,23,5.8,7.3,40,97,Medium,114,65,82,200,800,100,50,80,21.58,2256,Medium,Nepal,Dhankuta
Bitter Gourd,Silty,Spring,24,35,5.9,7.8,46,139,Medium,79,65,88,200,800,100,50,80,14.98,1434,Medium,India,Andhra Pradesh
Castor,Loamy,Autumn,20,40,6.1,8.3,10,44,Low,173,34,55,200,800,80,40,40,1.55,675,Medium,Nepal,Dhankuta
Oats,Black,Summer,10,26,6.3,6.9,59,113,Medium,107,51,84,500,1500,90,45,45,2.39,443,Medium,Asia,Bangladesh
Tomato,Peaty,Monsoon,19,30,5.7,7.2,44,140,Medium,75,68,87,200,1000,120,60,100,27.05,4127,Medium,Nepal,Sunsari
Pineapple,Laterite,Monsoon,21,30,4.8,6.6,87,131,Medium,178,60,80,200,800,120,60,120,29.74,3456,Medium,Nepal,Sindhupalchok
Almond,Black,Summer,6,30,6.1,8.2,54,97,Low,178,36,69,500,2000,80,40,80,3.42,4334,Hard,India,Gujarat
Jackfruit,Red,Monsoon,24,35,5.8,7.4,99,213,Medium,175,61,88,200,800,100,50,100,21.51,2034,Easy,India,Maharashtra
Onion,Red,Winter,14,25,6.2,7.8,63,83,Medium,105,57,78,200,800,100,50,80,15.53,1947,Medium,Nepal,Mustang
Almond,Laterite,Monsoon,3,32,5.9,8.2,28,69,Low,186,39,66,500,2000,80,40,80,2.59,4243,Hard,India,Assam
Red Kidney Bean,Clay,Winter,17,24,5.8,6.8,56,135,Medium,127,56,88,500,1500,70,35,50,1.2,927,Hard,India,Uttar Pradesh
Cardamom,Loamy,Monsoon,14,28,5.2,6.7,141,302,High,365,73,91,800,2000,100,50,100,0.46,5612,Hard,India,Haryana
Maize (Irrigated),Clay,Summer,22,35,5.3,7.0,43,99,High,107,60,80,200,1000,120,60,60,4.51,928,Medium,India,West Bengal
Kodo Millet,Black,Winter,19,33,5.6,7.6,64,117,Low,97,44,68,400,1500,60,30,30,1.33,342,Medium,Nepal,Chitwan
Litchi,Clay,Monsoon,19,35,5.4,7.2,89,185,High,121,63,90,200,800,150,80,120,7.64,2625,Medium,Asia,Thailand
Apple (Mustang),Black,Autumn,5,23,5.6,7.2,90,107,Medium,232,59,78,2000,3500,50,30,70,13.41,5772,Hard,Nepal,Mustang
Bitter Gourd,Peaty,Monsoon,24,37,6.0,7.7,80,139,Medium,73,63,85,200,800,100,50,80,17.3,1832,Medium,Nepal,Kailali
Chili,Alluvial,Autumn,21,35,6.2,7.6,64,119,Medium,85,62,80,200,1000,100,50,80,11.26,2149,Medium,Nepal,Bara
Cauliflower,Laterite,Spring,16,23,5.7,6.7,33,103,High,67,66,80,200,800,150,80,120,17.59,2116,Medium,Nepal,Chitwan
Kodo Millet,Loamy,Autumn,19,36,5.6,7.3,58,87,Low,90,50,71,400,1500,60,30,30,1.1,360,Medium,India,Tamil Nadu
Safflower,Laterite,Spring,13,30,5.8,7.6,38,74,Low,132,38,62,300,1000,60,30,30,1.04,620,Medium,India,Maharashtra
Cumin,Peaty,Winter,16,31,6.1,8.1,4,52,Low,115,32,58,300,1000,60,30,30,0.56,980,Hard,Asia,Indonesia
Carrot,Clay,Autumn,11,26,5.8,7.4,21,93,Medium,82,59,84,200,1000,100,50,100,25.36,2181,Easy,Nepal,Dhankuta
Foxtail Millet,Silty,Autumn,22,34,6.0,7.7,33,91,Low,74,44,65,300,1200,60,30,30,1.27,330,Easy,Asia,Indonesia
Rice (Boro),Loamy,Summer,15,30,4.7,7.6,43,81,High,160,52,71,0,500,130,65,65,5.02,1147,Medium,Nepal,Sindhupalchok
Cashew,Sandy,Monsoon,27,33,5.3,7.5,59,114,Low,249,50,84,200,800,80,40,60,1.62,1817,Medium,India,Tamil Nadu
Capsicum,Laterite,Winter,16,28,6.2,7.1,57,110,Medium,70,66,81,200,1000,110,55,90,17.13,1893,Medium,Nepal,Sindhupalchok
Turmeric,Sandy,Winter,22,30,4.3,7.6,147,230,High,240,67,95,0,1500,60,60,120,23.68,1137,Easy,Nepal,Kailali
Peach,Black,Summer,17,31,5.8,7.1,100,170,Medium,120,53,70,500,2000,100,50,100,12.45,2589,Hard,India,Andhra Pradesh
Plum,Black,Monsoon,10,27,5.8,6.9,81,135,Medium,130,55,77,1000,2500,90,45,90,9.61,2492,Hard,India,Punjab
Rice (Boro),Silty,Monsoon,17,31,5.1,7.5,46,114,High,155,48,73,0,500,130,65,65,3.91,1016,Medium,India,Andhra Pradesh
Tomato,Peaty,Winter,17,28,6.1,7.3,78,106,Medium,75,70,85,200,1000,120,60,100,21.51,3144,Medium,Nepal,Chitwan
Safflower,Laterite,Summer,15,31,6.0,7.5,28,51,Low,129,39,65,300,1000,60,30,30,1.01,532,Medium,Nepal,Jhapa
Pear,Silty,Spring,11,26,6.3,7.1,94,150,Medium,130,50,70,1000,2500,100,50,100,9.65,3220,Hard,India,Gujarat
Carrot,Sandy,Winter,10,24,5.8,7.2,26,85,Medium,99,56,81,200,1000,100,50,100,22.38,1996,Easy,Nepal,Dhankuta
Coriander,Sandy,Monsoon,14,26,6.1,7.5,24,72,Medium,40,51,76,200,800,60,30,40,6.58,652,Easy,Asia,Indonesia
Fenugreek,Clay,Summer,9,29,5.9,7.7,32,45,Medium,38,53,69,200,800,60,30,40,9.25,758,Easy,India,Punjab
Fenugreek Seed,Loamy,Winter,9,32,5.8,7.5,44,73,Medium,82,49,74,300,1000,60,30,30,0.83,564,Medium,Nepal,Morang
Safflower,Black,Summer,14,32,6.3,7.7,36,53,Low,121,42,65,300,1000,60,30,30,1.09,618,Medium,Nepal,Morang
Wheat (Spring),Silty,Winter,12,25,5.8,7.3,61,82,Medium,109,48,78,200,600,120,60,60,3.71,687,Medium,Asia,Bangladesh
Green Beans,Clay,Winter,20,29,6.1,7.2,51,104,Medium,83,62,84,200,1000,70,35,50,9.41,1122,Medium,India,Punjab
Oats,Black,Spring,12,27,5.8,6.8,50,140,Medium,103,57,82,500,1500,90,45,45,2.13,475,Medium,Nepal,Dhankuta
Black Pepper,Red,Autumn,27,37,5.3,7.3,142,270,High,364,73,89,200,800,120,60,120,0.88,2852,Hard,Nepal,Ilam
Watermelon,Black,Autumn,24,33,5.8,7.4,20,72,Medium,81,48,78,200,800,100,50,100,33.73,2533,Easy,India,West Bengal
Kodo Millet,Red,Autumn,18,37,5.5,7.7,59,114,Low,88,49,66,400,1500,60,30,30,1.13,271,Medium,Nepal,Kailali
Soybean,Sandy,Summer,18,35,6.2,7.7,57,86,Medium,109,56,78,300,1000,80,40,60,1.46,740,Medium,Nepal,Dhankuta
Bottle Gourd,Silty,Autumn,21,36,5.8,7.5,31,113,High,83,57,87,200,800,90,45,70,27.97,2105,Easy,Nepal,Jhapa
Fennel,Red,Monsoon,9,32,5.8,7.7,27,68,Medium,157,49,74,300,1000,80,40,60,1.06,1105,Medium,Nepal,Chitwan
Buckwheat (Phapar),Alluvial,Monsoon,11,25,4.8,6.8,70,110,Low,74,52,74,2000,4000,20,20,20,1.55,402,Easy,Nepal,Gulmi
Kodo Millet,Alluvial,Monsoon,21,34,5.3,7.2,42,107,Low,93,50,75,400,1500,60,30,30,1.15,308,Medium,Nepal,Kailali
Horse Gram,Clay,Spring,20,33,5.5,7.8,23,68,Low,127,44,70,300,1000,40,20,25,0.9,408,Easy,Nepal,Morang
Coffee,Black,Winter,15,26,5.6,6.2,123,216,Medium,359,61,89,800,2000,120,60,100,1.47,3532,Hard,Nepal,Sunsari
Pigeon Pea,Alluvial,Monsoon,20,34,6.1,7.5,49,60,Low,185,41,66,300,1000,60,30,40,0.96,660,Medium,Nepal,Bara
Wheat (Winter),Black,Winter,6,22,6.0,7.4,28,97,Medium,123,41,74,300,800,110,55,55,3.26,607,Medium,India,Andhra Pradesh
Wheat (Spring),Loamy,Winter,11,26,5.9,7.7,58,117,Medium,105,46,75,200,600,120,60,60,4.19,659,Medium,India,Gujarat
Sorghum (Jowar),Sandy,Winter,23,39,6.2,8.1,39,82,Low,125,36,62,300,1000,80,40,40,2.32,420,Medium,Nepal,Kaski
Finger Millet,Red,Monsoon,19,30,5.6,7.3,47,114,Low,102,44,78,500,2000,70,35,35,1.82,308,Medium,Asia,Sri Lanka
Potato,Loamy,Autumn,15,24,5.1,6.3,52,100,Medium,82,64,86,500,2000,150,80,120,16.43,2380,Medium,Nepal,Dhankuta
Pigeon Pea,Loamy,Spring,19,33,6.1,7.4,22,91,Low,190,44,65,300,1000,60,30,40,1.24,779,Medium,Nepal,Bara
Papaya,Clay,Summer,23,35,6.3,7.2,70,134,Medium,260,62,83,200,800,150,80,150,34.65,2870,Easy,Nepal,Gulmi
Onion,Silty,Autumn,13,25,5.8,7.6,60,109,Medium,120,55,83,200,800,100,50,80,20.88,1909,Medium,Asia,Sri Lanka
Sugarcane,Peaty,Autumn,20,35,5.9,7.5,119,184,High,365,60,81,200,800,150,80,150,80.8,2394,Medium,Asia,Sri Lanka
Lemon,Peaty,Spring,22,36,5.8,7.8,97,146,Medium,117,55,79,200,1000,100,50,80,15.32,1878,Easy,Nepal,Jhapa
Rice (Marshi),Loamy,Monsoon,17,31,5.4,6.7,135,255,High,157,75,96,1500,2500,100,50,50,3.89,1180,Medium,India,Punjab
Chili,Alluvial,Autumn,20,33,5.9,7.7,77,140,Medium,82,62,85,200,1000,100,50,80,9.61,2182,Medium,India,Gujarat
Barnyard Millet,Loamy,Spring,22,34,5.4,7.4,53,121,Medium,81,45,77,300,1200,70,35,35,1.66,338,Easy,Nepal,Bara
Brinjal,Alluvial,Summer,19,35,6.2,7.4,45,110,Medium,102,64,83,200,800,120,60,100,23.51,2831,Medium,India,Gujarat
Peas,Silty,Monsoon,12,27,5.9,7.4,23,79,Medium,65,58,78,300,1200,60,30,40,8.48,1336,Medium,Asia,Bangladesh
Coriander,Laterite,Summer,13,27,6.1,7.5,33,95,Medium,55,55,75,200,800,60,30,40,6.73,662,Easy,Nepal,Dhankuta
Cowpea,Silty,Spring,25,35,5.8,7.6,40,64,Low,91,55,71,200,800,60,30,40,6.72,850,Easy,Nepal,Mustang
Almond,Clay,Winter,7,30,6.2,8.2,32,64,Low,182,40,65,500,2000,80,40,80,2.78,4439,Hard,Nepal,Sunsari
Spinach,Loamy,Summer,9,26,5.8,7.4,34,65,Medium,49,60,77,200,800,80,40,60,12.27,1401,Easy,Nepal,Dhankuta
Green Beans,Black,Summer,17,32,6.0,7.8,49,111,Medium,88,63,83,200,1000,70,35,50,11.09,1509,Medium,Asia,Thailand
Pumpkin,Red,Summer,18,37,6.3,7.3,31,93,Medium,102,54,75,200,800,80,40,80,28.65,1759,Easy,India,Andhra Pradesh
Green Beans,Black,Monsoon,19,30,6.3,7.4,37,100,Medium,75,59,87,200,1000,70,35,50,8.4,1084,Medium,India,Assam
Red Chili,Clay,Spring,21,37,5.8,7.6,40,121,Medium,113,53,82,300,1000,100,50,80,1.6,1997,Medium,Nepal,Ilam
Apple (Mustang),Laterite,Autumn,3,24,5.7,7.0,65,136,Medium,195,56,83,2000,3500,50,30,70,11.63,4080,Hard,India,Tamil Nadu
Orange,Clay,Monsoon,14,37,5.3,7.3,114,181,Medium,186,60,75,500,1500,120,60,100,11.53,3016,Medium,Nepal,Mustang
Black Pepper,Peaty,Summer,24,36,5.5,7.1,141,249,High,370,66,90,200,800,120,60,120,0.88,3767,Hard,Nepal,Chitwan
Pineapple,Black,Autumn,22,28,4.4,6.7,69,166,Medium,180,63,87,200,800,120,60,120,20.0,2470,Medium,India,Andhra Pradesh
Ginger,Laterite,Summer,19,33,5.4,6.7,143,299,High,261,73,85,300,1500,80,50,50,23.79,2466,Medium,Nepal,Bara
Sugarcane,Peaty,Spring,18,35,6.2,7.6,103,181,High,362,63,85,200,800,150,80,150,76.11,2109,Medium,India,Uttar Pradesh
Black Gram,Red,Winter,27,36,5.8,7.6,52,81,Medium,98,51,76,200,800,50,25,30,1.18,645,Easy,Nepal,Chitwan
Peas,Sandy,Monsoon,9,27,5.8,7.5,56,84,Medium,68,55,78,300,1200,60,30,40,6.68,1125,Medium,Asia,Bangladesh
Foxtail Millet,Silty,Spring,20,37,6.1,7.7,26,99,Low,88,43,70,300,1200,60,30,30,1.15,311,Easy,India,Assam
Black Gram,Loamy,Monsoon,27,37,6.3,7.3,39,92,Medium,92,45,75,200,800,50,25,30,0.8,627,Easy,India,Maharashtra
Peach,Clay,Spring,15,29,5.8,6.9,62,161,Medium,115,56,76,500,2000,100,50,100,11.39,2103,Hard,Nepal,Chitwan
Almond,Red,Winter,6,31,6.0,8.3,34,84,Low,176,42,66,500,2000,80,40,80,2.84,3376,Hard,India,Gujarat
Wheat (Winter),Red,Winter,6,20,6.3,7.4,38,91,Medium,123,50,68,300,800,110,55,55,3.17,584,Medium,Asia,Bangladesh
Soybean,Red,Autumn,22,33,6.3,7.6,44,97,Medium,105,58,75,300,1000,80,40,60,1.66,802,Medium,Nepal,Sunsari
Coriander,Laterite,Summer,14,23,6.2,7.5,20,70,Medium,40,60,76,200,800,60,30,40,6.55,911,Easy,India,Punjab
Black Gram,Peaty,Autumn,24,37,6.1,7.3,54,62,Medium,91,50,78,200,800,50,25,30,1.16,616,Easy,Asia,Bangladesh
Cotton,Black,Autumn,18,33,6.5,8.2,53,62,Low,172,40,60,200,600,100,50,100,2.25,1096,Medium,Asia,Indonesia
Fennel,Sandy,Summer,12,32,5.7,7.8,45,79,Medium,144,47,67,300,1000,80,40,60,0.96,1059,Medium,Nepal,Mustang
Peas,Black,Winter,10,24,6.0,7.7,59,62,Medium,63,56,78,300,1200,60,30,40,7.86,1296,Medium,Nepal,Kailali
Fenugreek,Black,Autumn,12,30,5.7,7.5,48,62,Medium,37,48,65,200,800,60,30,40,6.76,887,Easy,India,Andhra Pradesh
Pineapple,Black,Summer,20,32,4.5,6.6,96,137,Medium,175,61,80,200,800,120,60,120,28.52,3459,Medium,India,Tamil Nadu
Garlic,Silty,Autumn,8,27,5.8,7.2,34,83,Medium,117,53,80,300,1200,120,60,80,10.4,2833,Hard,Nepal,Dhankuta
Foxtail Millet,Silty,Spring,21,36,6.2,7.8,38,81,Low,86,41,69,300,1200,60,30,30,1.57,327,Easy,Nepal,Sindhupalchok
Apple,Sandy,Autumn,14,26,5.9,7.0,67,150,Medium,143,52,73,1500,3000,120,60,120,12.78,3355,Hard,India,West Bengal
Sesame,Alluvial,Autumn,27,35,5.9,7.5,23,56,Low,86,36,61,200,800,60,30,30,0.79,456,Easy,India,Punjab
Rice (Boro),Sandy,Summer,17,32,4.9,7.6,69,116,High,165,46,74,0,500,130,65,65,4.1,1036,Medium,India,Assam
Quinoa,Alluvial,Summer,14,30,6.2,7.9,36,82,Low,125,46,68,1000,3000,70,35,35,1.27,380,Hard,India,Andhra Pradesh
Tobacco,Laterite,Autumn,15,32,5.5,7.8,30,61,Medium,113,51,73,300,1000,120,60,120,1.96,2026,Hard,Nepal,Gulmi
Rice (Aman),Laterite,Summer,19,40,5.2,7.4,153,282,High,149,68,86,0,500,110,55,55,4.54,1038,Easy,Asia,Sri Lanka
Sesame,Clay,Spring,24,34,6.0,7.8,20,71,Low,87,43,63,200,800,60,30,30,0.89,587,Easy,Asia,Sri Lanka
Pigeon Pea,Alluvial,Summer,19,37,6.2,7.5,42,87,Low,170,47,67,300,1000,60,30,40,1.15,694,Medium,Nepal,Kaski
Fenugreek,Red,Spring,11,28,6.2,7.3,41,68,Medium,37,45,75,200,800,60,30,40,6.85,918,Easy,Nepal,Bara
Horse Gram,Peaty,Spring,21,37,5.5,7.3,14,57,Low,111,45,60,300,1000,40,20,25,0.75,379,Easy,India,Punjab
Plum,Sandy,Autumn,10,23,6.0,6.9,75,167,Medium,123,59,72,1000,2500,90,45,90,8.49,2719,Hard,Asia,Thailand
